team_name,player_name,source_note,source_url,source_date,comment
England,Marc Guehi,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Luke Shaw,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Declan Rice,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Jude Bellingham,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Phil Foden,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Bukayo Saka,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Harry Kane,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
England,Cole Palmer,manual_curated_candidate,https://en.wikipedia.org/wiki/England_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Diogo Costa,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Joao Cancelo,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Ruben Dias,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Goncalo Inacio,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Nuno Mendes,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Bruno Fernandes,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Vitinha,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Bernardo Silva,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Cristiano Ronaldo,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Rafael Leao,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Portugal,Joao Felix,manual_curated_candidate,https://en.wikipedia.org/wiki/Portugal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Alisson,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Danilo,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Marquinhos,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Gabriel Magalhaes,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Guilherme Arana,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Bruno Guimaraes,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Lucas Paqueta,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Andre,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Vinicius Junior,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Rodrygo,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Brazil,Raphinha,manual_curated_candidate,https://en.wikipedia.org/wiki/Brazil_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Bart Verbruggen,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Denzel Dumfries,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Virgil van Dijk,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Matthijs de Ligt,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Nathan Ake,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Frenkie de Jong,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Tijjani Reijnders,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Xavi Simons,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Cody Gakpo,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Memphis Depay,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Netherlands,Donyell Malen,manual_curated_candidate,https://en.wikipedia.org/wiki/Netherlands_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Marc-Andre ter Stegen,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Joshua Kimmich,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Jonathan Tah,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Antonio Rudiger,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,David Raum,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Aleksandar Pavlovic,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Jamal Musiala,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Florian Wirtz,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Leroy Sane,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Kai Havertz,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Germany,Niclas Fullkrug,manual_curated_candidate,https://en.wikipedia.org/wiki/Germany_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Koen Casteels,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Timothy Castagne,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Arthur Theate,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Wout Faes,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Maxim De Cuyper,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Youri Tielemans,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Amadou Onana,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Kevin De Bruyne,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Jeremy Doku,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Lois Openda,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Belgium,Dodi Lukebakio,manual_curated_candidate,https://en.wikipedia.org/wiki/Belgium_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Dominik Livakovic,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Josip Stanisic,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Josip Sutalo,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Josko Gvardiol,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Borna Sosa,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Luka Modric,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Mateo Kovacic,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Martin Baturina,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Andrej Kramaric,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Ante Budimir,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Croatia,Luka Ivanusec,manual_curated_candidate,https://en.wikipedia.org/wiki/Croatia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Camilo Vargas,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Daniel Munoz,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Davinson Sanchez,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Jhon Lucumi,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Johan Mojica,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Jefferson Lerma,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Richard Rios,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,James Rodriguez,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Luis Diaz,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Jhon Arias,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Colombia,Jhon Duran,manual_curated_candidate,https://en.wikipedia.org/wiki/Colombia_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Yassine Bounou,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Achraf Hakimi,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Nayef Aguerd,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Romain Saiss,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Noussair Mazraoui,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Sofyan Amrabat,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Azzedine Ounahi,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Bilal El Khannouss,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Brahim Diaz,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Youssef En-Nesyri,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Morocco,Ayoub El Kaabi,manual_curated_candidate,https://en.wikipedia.org/wiki/Morocco_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Edouard Mendy,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Kalidou Koulibaly,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Moussa Niakhate,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Ismail Jakobs,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Krepin Diatta,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Idrissa Gueye,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Pape Matar Sarr,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Lamine Camara,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Sadio Mane,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Nicolas Jackson,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Senegal,Ismaila Sarr,manual_curated_candidate,https://en.wikipedia.org/wiki/Senegal_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Luis Malagon,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Jorge Sanchez,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Johan Vasquez,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Cesar Montes,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Jesus Gallardo,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Edson Alvarez,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Luis Chavez,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Orbelin Pineda,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Hirving Lozano,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Santiago Gimenez,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
Mexico,Raul Jimenez,manual_curated_candidate,https://en.wikipedia.org/wiki/Mexico_national_football_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
United States,Matt Turner,manual_curated_candidate,https://en.wikipedia.org/wiki/United_States_men%27s_national_soccer_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
United States,Sergino Dest,manual_curated_candidate,https://en.wikipedia.org/wiki/United_States_men%27s_national_soccer_team,2026-07-12,Manual curated candidate list cross-checked against public national team page; not an official FIFA final squad.
